Row ID;Order ID;Order Date;Order Priority;Order Quantity;Sales;Discount;Ship Mode;Profit;Unit Price;Shipping Cost;Customer Name;Product Name;Ship Date
6558;46626;2012-06-27;Low;8;825.96;0.01;Delivery Truck;-276.95;95.98;58.2;Magdelene Morse;Global Deluxe Office Fabric Chairs;2012-07-01
6581;46853;2009-05-22;Low;22;5648.69;0.03;Regular Air;1489.8;256.99;11.25;Eudokia Martin;Hayes Optima 56K V.90 Internal Voice Modem;2009-05-22
6582;46855;2010-03-05;High;32;53.34;0.04;Regular Air;-4.68;1.68;0.7;Darren Budd;Tenex B1-RE Series Chair Mats for Low Pile Carpets;2010-03-06
6595;46919;2009-06-18;Low;31;4483.92;0.07;Regular Air;174.61;152.48;6.5;Jesus Ocampo;Adesso Programmable 142-Key Keyboard;2009-06-20
6599;46977;2012-05-07;Medium;10;50.42;0.06;Regular Air;7.25;4.82;1.49;Allen Golden;Tuff Stuff� Recycled Round Ring Binders;2012-05-09
6600;46977;2012-05-07;Medium;19;2980.372;0.02;Regular Air;494.63;175.99;8.99;Allen Golden;2180;2012-05-09
6612;47041;2012-04-01;Not Specified;35;154;0.08;Regular Air;-7.08;4.63;1.93;Cynthia Arntzen;Binney & Smith Crayola� Metallic Colored Pencils. 8-Color Set;2012-04-03
6650;47301;2011-07-17;Low;6;460.71;0.02;Regular Air;-231.95;70.98;35;Eileen Kiefer;Sensible Storage WireTech Storage Systems;2011-07-22
6701;47714;2011-03-10;Medium;29;2946.05;0.06;Delivery Truck;-690.21;105.49;41.64;Philip Brown;Balt Solid Wood Rectangular Table;2011-03-11
6742;48003;2012-01-26;Medium;30;183.33;0.05;Regular Air;-106.54;5.98;4.38;Darren Budd;"Imation 3.5"" DS/HD IBM Formatted Diskettes. 10/Pack";2012-01-28
6743;48003;2012-01-26;Medium;12;88.06;0.04;Regular Air;-69.05;6.48;9.68;Darren Budd;"Executive Impressions 14"" Two-Color Numerals Wall Clock";2012-01-28
6766;48195;2010-11-27;Not Specified;35;3337.5165;0.07;Regular Air;850.54;115.99;2.5;Ruben Ausman;6162m;2010-11-28
6767;48195;2010-11-27;Not Specified;35;1018.402;0.09;Regular Air;296.87;35.99;5.99;Ruben Ausman;Accessory41;2010-11-27
6768;48195;2010-11-27;Not Specified;47;2679.1235;0.01;Regular Air;47.28;65.99;19.99;Ruben Ausman;iDENi80s;2010-11-28
6789;48357;2009-03-28;Not Specified;16;2365.43;0.04;Regular Air;619.71;150.98;13.99;Eileen Kiefer;Canon MP41DH Printing Calculator;2009-03-28
6826;48615;2012-12-03;Low;4;16.91;0.08;Regular Air;0.21;4.13;0.5;George Bell;Avery 506;2012-12-07
6827;48615;2012-12-03;Low;8;464.66;0.04;Regular Air;219.02;54.74;14.83;George Bell;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro� Back. 8-1/2x11. 25/Bx;2012-12-08
6831;48642;2010-02-01;High;4;37.73;0.06;Regular Air;-13.72;8.67;3.5;Matt Collister;Staples 4 Outlet Surge Protector;2010-02-03
6832;48642;2010-02-01;High;5;519.69;0.02;Express Air;-122.09;100.98;7.18;Matt Collister;Logitech Cordless Elite Duo;2010-02-02
6842;48710;2009-11-25;Medium;4;29.24;0.01;Regular Air;-1.73;6.98;1.6;Cynthia Arntzen;Adams Phone Message Book. Professional. 400 Message Capacity. 5 3/6� x 11�;2009-11-26
6888;49094;2012-09-03;Critical;31;846.85;0.03;Regular Air;-25.98;27.48;4;Brian Stugart;Belkin MediaBoard 104- Keyboard;2012-09-05
6891;49125;2009-03-29;Not Specified;29;177.41;0.05;Express Air;-116.05;5.78;7.64;Edward Becker;HP Office Recycled Paper (20Lb. and 87 Bright);2009-03-31
6898;49216;2009-03-19;High;28;96.71;0.01;Regular Air;-72.44;3.28;3.97;Noah Childs;Newell 342;2009-03-19
6940;49538;2010-03-17;Low;29;730.51;0.08;Regular Air;217.57;26.38;5.58;Darren Budd;Westinghouse Floor Lamp with Metal Mesh Shade. Black;2010-03-21
6953;49730;2009-01-04;High;3;1039.56;0.06;Delivery Truck;-394.69;350.98;30;Dave Hallsten;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2009-01-05
6985;49924;2011-05-25;Critical;48;204.15;0.07;Regular Air;-155.53;4.24;5.41;Edward Nazzal;Storex DuraTech Recycled Plastic Frosted Binders;2011-05-27
6986;49924;2011-05-25;Critical;13;33.11;0.08;Regular Air;-35.96;2.23;4.57;Edward Nazzal;Eldon Pizzaz� Desk Accessories;2011-05-27
7046;50306;2011-05-20;Medium;34;2010.89;0.09;Regular Air;564.07;63.98;11.55;Anemone Ratner;GBC DocuBind P50 Personal Binding Machine;2011-05-22
7088;50566;2011-09-07;Not Specified;48;389.28;0.1;Regular Air;-37.43;8.67;3.5;Dan Lawera;Staples 4 Outlet Surge Protector;2011-09-09
7126;50823;2009-07-21;Low;12;1244.72;0.04;Regular Air;269.94;100.98;7.18;Nancy Lomonaco;Logitech Cordless Elite Duo;2009-07-26
7131;50854;2011-12-17;Critical;27;137.5;0.07;Regular Air;-64.24;4.98;4.95;Dan Lawera;Cardinal Holdit Business Card Pockets;2011-12-17
7132;50854;2011-12-17;Critical;12;5744.24;0.09;Delivery Truck;1118.17;500.98;28.14;Dan Lawera;Hewlett-Packard cp1700 [D. PS] Series Color Inkjet Printers;2011-12-19
7133;50854;2011-12-17;Critical;42;452.15;0.06;Express Air;25.79;10.98;3.37;Dan Lawera;Fiskars� Softgrip Scissors;2011-12-17
7163;51109;2012-11-08;High;28;112.05;0.04;Regular Air;26.21;4;1.3;Theresa Coyne;EcoTones� Memo Sheets;2012-11-10
7204;51395;2010-06-09;Low;26;78.22;0.03;Regular Air;32.5;2.88;0.5;Lena Creighton;Avery 484;2010-06-14
7205;51395;2010-06-09;Low;10;51.65;0.1;Regular Air;-32.13;4.98;5.49;Lena Creighton;Xerox 1952;2010-06-13
7234;51559;2012-03-04;Low;34;823.98;0.09;Regular Air;129.81;25.98;4.08;David Philippe;Boston 1799 Powerhouse� Electric Pencil Sharpener;2012-03-13
7262;51813;2012-12-21;Not Specified;13;1390.17;0.07;Regular Air;-469.84;110.98;35;Lena Creighton;Carina Mini System Audio Rack. Model AR050B;2012-12-23
7276;51937;2009-02-27;High;39;11613.13;0.05;Delivery Truck;2816.21;294.62;42.52;James Lanier;3.6 Cubic Foot Counter Height Office Refrigerator;2009-02-27
7307;52098;2010-03-10;Medium;19;812.06;0;Regular Air;220.07;39.06;10.55;Darren Budd;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2010-03-10
7308;52102;2010-09-12;Medium;8;104.27;0.03;Regular Air;-23.61;11.97;5.81;Philip Brown;Staples SlimLine Pencil Sharpener;2010-09-12
7312;52135;2010-03-24;Low;38;3922.96;0.04;Regular Air;863.57;99.99;19.99;Jeremy Ellison;U.S. Robotics 56K Internet Call Modem;2010-03-26
7315;52162;2011-11-01;Not Specified;39;261.16;0.07;Regular Air;-220.3;6.48;9.68;Darren Budd;Hon Metal Bookcases. Putty;2011-11-01
7316;52162;2011-11-01;Not Specified;47;155.22;0.07;Regular Air;23.34;3.29;1.35;Darren Budd;Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs;2011-11-02
7332;52256;2010-11-04;Not Specified;23;1236.954;0.06;Regular Air;119.89;65.99;4.2;Cari MacIntyre;5170;2010-11-06
7354;52391;2009-12-12;High;36;1072.36;0.04;Regular Air;440.48;29.14;4.86;Alan Hwang;Snap-A-Way� Black Print Carbonless Speed Message. No Reply Area. Duplicate;2009-12-14
7355;52391;2009-12-12;High;39;857.84;0.02;Regular Air;-309.43;20.89;11.52;Alan Hwang;Iris� 3-Drawer Stacking Bin. Black;2009-12-14
7384;52642;2011-06-14;Low;9;742.84;0.01;Delivery Truck;-320.7;70.98;59.81;Magdelene Morse;Situations Contoured Folding Chairs. 4/Set;2011-06-18
7385;52642;2011-06-14;Low;14;2070.68;0.03;Regular Air;-281.67;152.48;4;Magdelene Morse;Adesso Programmable 142-Key Keyboard;2011-06-21
7386;52642;2011-06-14;Low;15;764.13;0.09;Regular Air;276.98;55.98;4.86;Magdelene Morse;Xerox 1908;2011-06-21
7387;52645;2012-03-07;Low;11;64.34;0.09;Regular Air;-8.37;5.85;2.27;Alan Hwang;Dixon My First Ticonderoga Pencil. #2;2012-03-12
7388;52645;2012-03-07;Low;10;693.02;0.07;Regular Air;97.36;70.97;3.5;Alan Hwang;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;2012-03-16
7399;52711;2011-09-23;Not Specified;37;201.14;0.08;Regular Air;-51.25;5.81;3.37;Aimee Bixby;Advantus Push Pins. Aluminum Head;2011-09-23
7412;52896;2010-10-22;High;9;48.26;0.09;Express Air;2.76;5.18;2.04;Lena Creighton;Array� Memo Cubes;2010-10-24
7413;52896;2010-10-22;High;6;1718.43;0;Delivery Truck;-192.49;259.71;66.67;Lena Creighton;"Bevis Round Bullnose 29"" High Table Top";2010-10-23
7432;52999;2012-04-25;Not Specified;5;43.61;0.04;Express Air;22.85;7.59;4;Eugene Hildebrand;Master Giant Foot� Doorstop. Safety Yellow;2012-04-27
7433;52999;2012-04-25;Not Specified;39;343.05;0.05;Regular Air;98.86;9.11;2.15;Eugene Hildebrand;"Black Print Carbonless Snap-Off� Rapid Letter. 8 1/2"" x 7""";2012-04-27
7434;52999;2012-04-25;Not Specified;7;44.63;0.1;Regular Air;-21.19;5.78;5.67;Eugene Hildebrand;Xerox 1978;2012-04-25
7463;53254;2009-08-18;Medium;34;5442.142;0;Regular Air;1640.3;175.99;4.99;Noel Staavos;5165;2009-08-21
7464;53281;2009-04-02;Critical;40;14075.99;0.08;Delivery Truck;1894.14;355.98;58.92;Philip Brown;Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms;2009-04-04
7466;53285;2012-05-24;Critical;6;1042.96;0.04;Regular Air;163.8;165.98;19.99;Eudokia Martin;GBC DocuBind P100 Manual Binding Machine;2012-05-26
7467;53312;2009-07-04;Medium;23;8413.23;0.05;Regular Air;2464.75;363.25;19.99;Edward Nazzal;Hoover WindTunnel� Plus Canister Vacuum;2009-07-06
7468;53312;2009-07-04;Medium;30;105.45;0.06;Regular Air;-173.36;3.34;7.49;Edward Nazzal;Eldon Spacemaker� Box. Quick-Snap Lid. Clear;2009-07-05
7514;53637;2011-03-17;High;12;451.09;0.1;Express Air;61.27;39.98;9.83;Erin Ashbrook;Blue String-Tie & Button Interoffice Envelopes. 10 x 13;2011-03-18
7521;53698;2012-06-16;Medium;10;55.33;0;Express Air;13.38;4.84;0.71;Tamara Chand;*Staples* Highlighting Markers;2012-06-17
7577;54183;2012-04-15;Critical;32;2773.71;0.02;Express Air;1097.25;82.99;5.5;Mike Caudle;Micro Innovations Micro Digital Wireless Keyboard and Mouse. Gray;2012-04-17
7578;54183;2012-04-15;Critical;9;113.89;0.02;Regular Air;-52.25;11.66;8.99;Mike Caudle;Boston 16765 Mini Stand Up Battery Pencil Sharpener;2012-04-16
7583;54245;2011-03-24;Medium;5;83.3;0.09;Regular Air;-114.91;20.99;2.5;Cari MacIntyre;Accessory37;2011-03-25
7592;54339;2012-05-02;Low;48;3005.74;0.02;Express Air;1053.21;59.98;3.99;Alan Hwang;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;2012-05-09
7593;54339;2012-05-02;Low;41;2209.5155;0.06;Regular Air;458.62;65.99;5.31;Alan Hwang;3390;2012-05-07
7603;54401;2011-12-04;High;34;670.02;0.07;Regular Air;278.58;20.98;1.49;Dave Hallsten;Avery Legal 4-Ring Binder;2011-12-06
7626;54563;2010-10-04;Critical;24;523.56;0.01;Regular Air;43.87;20.24;8.99;Fred Hopkins;DAX Metal Frame. Desktop. Stepped-Edge;2010-10-06
7639;54694;2009-09-19;Critical;43;112.63;0.08;Regular Air;-201.6;2.66;6.35;Jonathan Howell;Letter or Legal Size Expandable Poly String Tie Envelopes;2009-09-19
7643;54755;2009-12-07;Critical;44;3421.88;0;Regular Air;443.52;73.98;4;Matt Collister;Keytronic 105-Key Spanish Keyboard;2009-12-10
7659;54914;2011-08-28;Critical;32;197.93;0.06;Regular Air;-57.64;5.98;5.46;Duane Huffman;Xerox 1983;2011-08-29
7660;54914;2011-08-28;Critical;7;90.58;0.06;Regular Air;-27.83;12.44;6.27;Duane Huffman;Eldon Simplefile� Box Office�;2011-08-30
7684;55073;2012-03-20;Low;40;2376.7105;0.01;Regular Air;721.81;65.99;3.99;Kelly Lampkin;TIMEPORT P8767;2012-03-20
7712;55270;2010-01-22;Medium;1;35.14;0.02;Regular Air;-12.75;29.17;6.27;Edward Nazzal;Binding Machine Supplies;2010-01-23
7788;55716;2012-10-22;High;9;14665.55;0.07;Regular Air;-767.51;1637.53;24.49;Philip Brown;High Speed Automatic Electric Letter Opener;2012-10-23
7795;55776;2009-03-22;Not Specified;32;4856.1;0.01;Delivery Truck;1096.64;145.45;17.85;Dean Braden;Panasonic KX-P1150 Dot Matrix Printer;2009-03-23
7810;55874;2009-02-16;Medium;28;208.83;0;Regular Air;-60.15;7.1;6.05;Erica Smith;"Wilson Jones Hanging View Binder. White. 1""";2009-02-17
7811;55874;2009-02-16;Medium;41;228.3;0.01;Express Air;-111.72;4.98;4.62;Erica Smith;"Imation 3.5"". DISKETTE 44766 HGHLD3.52HD/FM. 10/Pack";2009-02-18
7831;56002;2009-07-04;Low;21;514.53;0.04;Regular Air;149.31;23.99;6.71;Dave Hallsten;Recycled Interoffice Envelopes with String and Button Closure. 10 x 13;2009-07-06
7832;56002;2009-07-04;Low;14;748.84;0.09;Regular Air;286.7;55.98;4.86;Dave Hallsten;Xerox 1908;2009-07-08
7833;56002;2009-07-04;Low;9;1497.93;0.05;Regular Air;35.31;161.55;19.99;Dave Hallsten;Fellowes Super Stor/Drawer� Files;2009-07-11
7834;56002;2009-07-04;Low;14;3857.56;0.07;Regular Air;-377.81;290.98;69;Dave Hallsten;Hon 5100 Series Wood Tables;2009-07-06
7840;56039;2011-11-25;Low;23;156.66;0.07;Regular Air;-33.15;6.68;5.2;Erica Smith;Xerox 1977;2011-11-30
7936;56710;2010-05-11;Not Specified;34;479.84;0.02;Regular Air;5.71;13.43;5.5;Jim Mitchum;Fellowes Personal Hanging Folder Files. Navy;2010-05-12
7937;56710;2010-05-11;Not Specified;16;833.9265;0.08;Regular Air;-39.22;65.99;3.99;Jim Mitchum;StarTAC 7760;2010-05-12
7938;56710;2010-05-11;Not Specified;6;182.64;0.08;Regular Air;-99.24;30.98;6.5;Jim Mitchum;Belkin ErgoBoard� Keyboard;2010-05-13
7939;56710;2010-05-11;Not Specified;21;736.17;0.01;Regular Air;232.99;35.41;1.99;Jim Mitchum;Imation DVD-RAM discs;2010-05-13
7985;57092;2010-05-01;Critical;29;2820.6995;0.03;Regular Air;601.34;110.99;8.99;David Philippe;LX 677;2010-05-02
8011;57253;2009-01-05;Critical;43;78.08;0.08;Regular Air;1.74;1.81;0.75;Darren Budd;Metal Folding Chairs. Beige. 4/Carton;2009-01-06
8012;57253;2009-01-05;Critical;29;653.54;0.06;Delivery Truck;-1358.9;20.98;53.03;Darren Budd;Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms;2009-01-07
8013;57253;2009-01-05;Critical;48;12635.75;0.07;Regular Air;-335.24;279.48;35;Darren Budd;Telescoping Adjustable Floor Lamp;2009-01-05
8014;57253;2009-01-05;Critical;49;240.3;0.08;Regular Air;-139.16;4.91;5.68;Darren Budd;"Iceberg OfficeWorks 42"" Round Tables";2009-01-06
8015;57253;2009-01-05;Critical;25;2750.107;0.04;Regular Air;667.45;125.99;5.26;Darren Budd;232;2009-01-05
8034;57382;2009-03-23;Medium;25;106.04;0.09;Regular Air;16.9;4.55;1.49;George Ashbrook;Presstex Flexible Ring Binders;2009-03-25
8035;57382;2009-03-23;Medium;45;452.93;0.07;Express Air;20.14;9.78;5.76;George Ashbrook;"Staples #10 Laser & Inkjet Envelopes. 4 1/8"" x 9 1/2"". 100/Box";2009-03-25
8039;57415;2009-03-24;Medium;6;101.52;0.02;Regular Air;-16.37;15.42;5.41;Tamara Chand;Decoflex Hanging Personal Folder File;2009-03-25
8077;57606;2010-01-03;Not Specified;37;294.48;0.08;Regular Air;-64.24;8.46;3.62;Darren Budd;"Imation 3.5"". RTS 247544 3M 3.5 DSDD. 10/Pack";2010-01-04
8099;57794;2009-07-26;Low;16;88.84;0.02;Regular Air;-46.92;4.98;6.07;Edward Becker;Xerox 1897;2009-07-28
8123;58054;2011-01-04;High;26;61.4;0.04;Regular Air;-92.11;2.08;5.33;David Philippe;Eldon� Wave Desk Accessories;2011-01-04
8129;58113;2012-02-01;High;48;362.71;0.07;Regular Air;-88.95;7.68;6.16;Anemone Ratner;GBC VeloBinder Strips;2012-02-03
8130;58113;2012-02-01;High;12;2077.1875;0.05;Express Air;-38.07;200.99;4.2;Anemone Ratner;2160i;2012-02-03
8186;58528;2010-10-27;Medium;14;700.95;0;Regular Air;233.8;46.89;5.1;Janet Martin;Bionaire Personal Warm Mist Humidifier/Vaporizer;2010-10-28
8187;58528;2010-10-27;Medium;41;159.74;0.08;Express Air;-9.14;3.69;2.5;Janet Martin;Colored Envelopes;2010-10-28
8193;58598;2011-08-22;Medium;50;13608.83;0.1;Delivery Truck;1342.93;300.98;64.73;Edward Nazzal;Global Leather and Oak Executive Chair. Black;2011-08-23
8194;58598;2011-08-22;Medium;25;89.32;0.01;Regular Air;33.46;3.41;0.7;Edward Nazzal;Advantus SlideClip� Paper Clips;2011-08-23
8231;58851;2010-06-07;Low;3;23.93;0.1;Regular Air;-6.39;8.34;0.96;Alan Hwang;Document Clip Frames;2010-06-11
8232;58851;2010-06-07;Low;14;2027.55;0.04;Regular Air;537.4;140.99;13.99;Alan Hwang;Canon MP100DHII Printing Calculator;2010-06-14
8233;58853;2012-05-13;Critical;27;5307.5;0.09;Delivery Truck;1116.67;200.98;23.76;Eugene Hildebrand;Global Leather Highback Executive Chair with Pneumatic Height Adjustment. Black;2012-05-14
8252;59015;2012-05-26;Medium;32;254.46;0.09;Regular Air;23.5;8.5;1.99;Andrew Roberts;Hewlett-Packard 4.7GB DVD+R Discs;2012-05-27
8253;59015;2012-05-26;Medium;32;278.19;0.02;Regular Air;149.39;8.34;0.96;Andrew Roberts;Document Clip Frames;2012-05-27
8254;59015;2012-05-26;Medium;32;1662.33;0.02;Regular Air;783.84;48.91;5.81;Andrew Roberts;Xerox 1891;2012-05-28
8264;59075;2012-02-26;Low;38;425.91;0.02;Regular Air;55.06;11.19;5.03;David Smith;"Geographics Note Cards. Blank. White. 8 1/2"" x 11""";2012-02-29
8269;59108;2011-10-07;Low;21;68.53;0.09;Regular Air;-59.97;3.28;3.97;Edward Becker;Newell 342;2011-10-12
8270;59108;2011-10-07;Low;39;4215.83;0.02;Regular Air;972.19;125.99;8.99;Edward Becker;M70;2011-10-16
8339;59589;2012-04-11;Medium;25;1610.26;0.06;Regular Air;122.42;64.98;6.88;Magdelene Morse;Fellowes Bankers Box� Staxonsteel� Drawer File/Stacking System;2012-04-11
8354;59685;2012-12-10;Critical;12;505.2;0.05;Regular Air;78.98;40.98;5.33;Jim Mitchum;Belkin 8 Outlet Surge Protector;2012-12-12
8355;59685;2012-12-10;Critical;46;562.91;0.1;Regular Air;-560.29;12.99;14.37;Jim Mitchum;"Tensor ""Hersey Kiss"" Styled Floor Lamp";2012-12-11
8377;59845;2009-12-22;Low;42;200.1;0.04;Regular Air;3.02;4.71;0.7;Ed Ludwig;Plymouth Boxed Rubber Bands by Plymouth;2009-12-26
8378;59845;2009-12-22;Low;28;120.54;0.06;Regular Air;6.52;4.2;2.26;Ed Ludwig;Important Message Pads. 50 4-1/4 x 5-1/2 Forms per Pad;2009-12-27
24;134;2012-04-30;Not Specified;11;1132.6;0.01;Regular Air;-310.21;95.99;35;Michael Dominguez;Safco Industrial Wire Shelving;2012-05-02
114;740;2011-07-15;Medium;6;28.01;0.09;Regular Air;3.46;4.98;0.49;Thomas Boland;Avery White Multi-Purpose Labels;2011-07-15
130;833;2009-02-12;Medium;1;19.32;0.03;Regular Air;-20.32;12.53;7.17;Olvera Toch;GBC ProClick Spines for 32-Hole Punch;2009-02-13
234;1573;2012-12-27;High;13;759.94;0.09;Delivery Truck;-226.45;60.89;32.41;Lena Radford;Global Push Button Manager's Chair. Indigo;2012-12-29
243;1639;2011-08-19;Not Specified;24;163.14;0.09;Regular Air;-62.2;6.78;6.18;Sean Christensen;Strathmore Photo Mount Cards;2011-08-20
297;2053;2011-02-06;Critical;39;19342.84;0.01;Delivery Truck;5603.95;500.98;126;Todd Boyes;Global Troy� Executive Leather Low-Back Tilter;2011-02-07
298;2053;2011-02-06;Critical;7;771.783;0.08;Regular Air;-449.53;140.99;4.2;Todd Boyes;7160;2011-02-08
307;2146;2012-09-13;Not Specified;41;6111.1685;0.06;Regular Air;1663.08;175.99;4.99;Todd Boyes;5165;2012-09-14
308;2146;2012-09-13;Not Specified;44;113.71;0.07;Regular Air;41.7;2.61;0.5;Todd Boyes;Avery 479;2012-09-15
396;2752;2010-11-18;High;30;695.47;0.03;Regular Air;226.73;22.98;1.99;Todd Boyes;Memorex 80 Minute CD-R. 30/Pack;2010-11-20
397;2752;2010-11-18;High;41;152.59;0.02;Regular Air;55.48;3.78;0.71;Todd Boyes;Staples Bulldog Clip;2010-11-20
398;2752;2010-11-18;High;10;365.62;0.03;Regular Air;15.77;34.76;8.22;Todd Boyes;Multi-Use Personal File Cart and Caster Set. Three Stacking Bins;2010-11-18
399;2752;2010-11-18;High;10;575.569;0.04;Regular Air;-86.52;65.99;5.63;Todd Boyes;2190;2010-11-20
760;5445;2010-07-25;Low;4;29.42;0.06;Express Air;14.43;3.69;0.5;Michael Dominguez;Avery 52;2010-07-30
761;5445;2010-07-25;Low;9;46.48;0.01;Regular Air;-1.82;4.63;1.93;Michael Dominguez;Binney & Smith Crayola� Metallic Colored Pencils. 8-Color Set;2010-08-01
797;5699;2012-07-29;Low;2;9.25;0.01;Regular Air;-4.21;4.13;0.99;Sean Miller;Avery 491;2012-08-03
798;5699;2012-07-29;Low;41;573.89;0.09;Express Air;-121.44;14.98;7.69;Sean Miller;Super Decoflex Portable Personal File;2012-08-03
940;6823;2009-07-21;Not Specified;50;1262.72;0.01;Regular Air;490.28;24.95;2.99;Todd Boyes;Large Capacity Hanging Post Binders;2009-07-22
941;6823;2009-07-21;Not Specified;31;524.19;0;Regular Air;-135.46;15.98;8.99;Todd Boyes;"Imation 3.5"" DS/HD IBM Formatted Diskettes. 50/Pack";2009-07-23
959;6948;2010-12-09;Not Specified;15;1143.88;0.04;Regular Air;-88.7;73.98;4;Phillip Breyer;Keytronic French Keyboard;2010-12-10
1027;7462;2011-02-20;High;3;72.63;0.07;Express Air;-26.94;22.01;5.53;Lena Radford;Boston 16801 Nautilus� Battery Pencil Sharpener;2011-02-21
1062;7845;2009-12-13;Critical;22;118.56;0.06;Express Air;-63.38;4.91;5.68;Todd Boyes;"Acco Pressboard Covers with Storage Hooks. 14 7/8"" x 11"". Light Blue";2009-12-13
1063;7845;2009-12-13;Critical;45;2145.05;0.07;Express Air;1012.67;48.94;5.86;Todd Boyes;Xerox 1916;2009-12-14
1092;8033;2012-04-24;High;27;118.18;0.06;Regular Air;-133.62;4.06;6.89;Michelle Ellison;Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac;2012-04-25
1150;8388;2012-02-23;Low;39;290.3;0.07;Regular Air;25.16;7.59;4;Olvera Toch;Master Giant Foot� Doorstop. Safety Yellow;2012-02-25
1151;8388;2012-02-23;Low;37;434.11;0.02;Regular Air;24.85;11.7;5.63;Olvera Toch;Fellowes Binding Cases;2012-02-25
1152;8388;2012-02-23;Low;42;288.9;0.02;Regular Air;96.34;6.98;1.6;Olvera Toch;Adams Phone Message Book. Professional. 400 Message Capacity. 5 3/6� x 11�;2012-02-25
1334;9761;2012-01-22;Not Specified;2;202.64;0.04;Delivery Truck;-221.62;90.97;14;Todd Boyes;Lexmark Z54se Color Inkjet Printer;2012-01-23
1335;9761;2012-01-22;Not Specified;23;133.69;0.08;Regular Air;-92.23;5.98;7.15;Todd Boyes;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);2012-01-24
1354;9863;2011-09-04;Critical;18;33.96;0;Regular Air;0.1;1.76;0.7;Sean Christensen;Newell 310;2011-09-06
1432;10342;2011-11-22;Medium;45;5181.08;0.01;Delivery Truck;-1623.6;114.98;58.72;Michelle Ellison;Sauder Camden County Collection Libraries. Planked Cherry Finish;2011-11-24
1433;10342;2011-11-22;Medium;38;10567.45;0.1;Regular Air;2925.37;299.99;11.64;Michelle Ellison;Brother DCP1000 Digital 3 in 1 Multifunction Machine;2011-11-23
1434;10342;2011-11-22;Medium;38;1679.04;0.01;Regular Air;324.47;40.97;14.45;Michelle Ellison;Dana Halogen Swing-Arm Architect Lamp;2011-11-24
1435;10342;2011-11-22;Medium;2;2055.97;0.05;Express Air;-2342.01;999.99;13.99;Michelle Ellison;Polycom Soundstation EX Audio-Conferencing Telephone. Black;2011-11-24
1441;10434;2009-12-23;High;2;383.45;0.06;Delivery Truck;-244.47;180.98;26.2;Michelle Ellison;Global Ergonomic Managers Chair;2009-12-24
1532;11040;2011-10-23;Not Specified;44;1102.28;0.03;Regular Air;389.61;23.99;6.71;Scot Coram;Recycled Interoffice Envelopes with String and Button Closure. 10 x 13;2011-10-23
1566;11302;2009-03-01;Low;10;866.66;0.09;Delivery Truck;35.29;90.97;14;Natalie Fritzler;Lexmark Z54se Color Inkjet Printer;2009-03-03
1577;11398;2012-08-06;High;16;109.7;0.03;Regular Air;-106.77;5.98;10.39;Nathan Gelder;Xerox 1895;2012-08-07
1578;11398;2012-08-06;High;26;80.89;0.03;Regular Air;23.37;2.94;0.81;Nathan Gelder;Prang Colored Pencils;2012-08-08
1599;11584;2009-11-22;Medium;48;1497.3175;0.01;Regular Air;836.51;35.99;0.99;Sean Miller;Accessory31;2009-11-23
1607;11652;2011-11-10;Not Specified;35;1154.14;0.07;Regular Air;-36;32.98;5.5;Olvera Toch;PC Concepts 116 Key Quantum 3000 Keyboard;2011-11-11
1608;11652;2011-11-10;Not Specified;37;223.82;0.09;Regular Air;-249.11;5.98;10.39;Olvera Toch;Xerox 1895;2011-11-11
1609;11652;2011-11-10;Not Specified;1;61.4635;0.05;Regular Air;-261.35;65.99;8.99;Olvera Toch;Talkabout T8367;2011-11-12
1610;11652;2011-11-10;Not Specified;25;122.09;0.1;Regular Air;14.11;5.18;2.04;Olvera Toch;Array� Memo Cubes;2011-11-12
1615;11686;2009-01-27;Not Specified;38;6121.1985;0.08;Regular Air;1312.34;205.99;2.5;Michael Dominguez;V70;2009-01-28
1940;13895;2010-11-20;High;44;614.34;0.02;Regular Air;-171.7;14.03;9.37;Michelle Ellison;Project Tote Personal File;2010-11-20
2072;14820;2012-01-09;High;39;278.902;0.04;Express Air;-104.47;7.99;5.03;Michael Dominguez;Bell Sonecor JB700 Caller ID;2012-01-11
2127;15170;2009-03-18;Critical;19;356.4645;0.01;Regular Air;-9.11;20.99;4.81;Thomas Boland;1726 Digital Answering Machine;2009-03-18
2190;15780;2011-04-13;Critical;19;71.77;0.03;Regular Air;22.71;3.78;0.71;Thomas Boland;Staples Bulldog Clip;2011-04-15
2225;16098;2012-07-21;Low;31;480.43;0.06;Regular Air;50.59;14.98;8.99;Patricia Hirasaki;GE 4 Foot Flourescent Tube. 40 Watt;2012-07-25
2229;16103;2012-07-15;Not Specified;31;217.14;0;Regular Air;-62.97;6.48;6.22;Maria Zettner;Xerox 1894;2012-07-17
